ANO_EJE,REGION,TIPO_GOBIERNO,TIPO_GOBIERNO_NOMBRE,SECTOR,SECTOR_NOMBRE,PLIEGO,PLIEGO_NOMBRE,SEC_EJEC,EJECUTORA,EJECUTORA_NOMBRE,ALMACEN,SEC_ALMACEN,NOMBRE_ALMACEN,TIPO_TRANSAC,NOMBRE_TIPO_TRANSACCION,NRO_MOVIMTO,NRO_ORDEN,PROVEEDOR,NOMBRE_PROVEEDOR,OBSERVACION,FECHA_MOVIMTO,MES_MOVIMTO,NOMBRE_MES,TIPO_USO,NRO_GUIA,NRO_FACTURA,ESTADO_KARDEX,FECHA_REG,DOCUM_CONFIRMA,FECHA_CONFIRMA,GLOSA,TIPO_BIEN,GRUPO_BIEN,NOMBRE_GRUPO,CLASE_BIEN,NOMBRE_CLASE,FAMILIA_BIEN,NOMBRE_FAMILIA,ITEM_BIEN,NOMBRE_ITEM,UNIDAD_MEDIDA,UNIDAD_MEDIDA_DESC,MARCA,NOMBRE_MARCA,CANT_ARTICULO,PRECIO_UNIT,VALOR_TOTAL
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,37,0,0,ORGANIZACION PANAMERICANA DE LA SALUD,"DONACION;AV 149,150;INF N°045-2020-CADI-CENARES/MIN;CARTA DONACION PHE/01/VZ-013-2020 DEL 13/05/2020",27-MAY-20,5,MAYO,C,196,PHE/01/VZ-13-20,CON CONFORMIDAD,27-MAY-20,,27-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MÉDICO,28,GUANTES PARA EXAMEN DESCARTABLES (NO QUIRÚRGICOS),11,GUANTE PARA EXAMEN DESCARTABLE TALLA M,112,UNIDAD,6133,R&G X 100 /NEA 196-20,10000.0,0.5,5000.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,37,0,0,ORGANIZACION PANAMERICANA DE LA SALUD,"DONACION;AV 149,150;INF N°045-2020-CADI-CENARES/MIN;CARTA DONACION PHE/01/VZ-013-2020 DEL 13/05/2020",27-MAY-20,5,MAYO,C,196,PHE/01/VZ-13-20,CON CONFORMIDAD,27-MAY-20,,27-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MÉDICO,28,GUANTES PARA EXAMEN DESCARTABLES (NO QUIRÚRGICOS),10,GUANTE PARA EXAMEN DESCARTABLE TALLA L,112,UNIDAD,6133,R&G X 100 /NEA 196-20,10000.0,0.5,5000.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,38,0,0,ASOCIACION NACIONAL DE LABORATORIOS FARMACEUTICOS,"AV: 145, 146, 147 Y 148; INF. 046-2020-CADI-CENARES/MINSA;G.003-0000023 F.RECEP:16/04/20;F.E.F003-18",27-MAY-20,5,MAYO,C,197,0,CON CONFORMIDAD,27-MAY-20,,27-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN",1,ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE,1452,CHAQUETA DESCARTABLE TALLA M,112,UNIDAD,6132,SIN MARCA X 50 /NEA 197-20,100.0,5.0,500.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,38,0,0,ASOCIACION NACIONAL DE LABORATORIOS FARMACEUTICOS,"AV: 145, 146, 147 Y 148; INF. 046-2020-CADI-CENARES/MINSA;G.003-0000023 F.RECEP:16/04/20;F.E.F003-18",27-MAY-20,5,MAYO,C,197,0,CON CONFORMIDAD,27-MAY-20,,27-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN",1,ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE,1318,CHAQUETA DESCARTABLE TALLA L,112,UNIDAD,6132,SIN MARCA X 50 /NEA 197-20,100.0,5.0,500.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,38,0,0,ASOCIACION NACIONAL DE LABORATORIOS FARMACEUTICOS,"AV: 145, 146, 147 Y 148; INF. 046-2020-CADI-CENARES/MINSA;G.003-0000023 F.RECEP:16/04/20;F.E.F003-18",27-MAY-20,5,MAYO,C,197,0,CON CONFORMIDAD,27-MAY-20,,27-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN",1,ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE,1270,PANTALÓN DESCARTABLE TALLA M,112,UNIDAD,6132,SIN MARCA X 50 /NEA 197-20,100.0,5.5,550.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,38,0,0,ASOCIACION NACIONAL DE LABORATORIOS FARMACEUTICOS,"AV: 145, 146, 147 Y 148; INF. 046-2020-CADI-CENARES/MINSA;G.003-0000023 F.RECEP:16/04/20;F.E.F003-18",27-MAY-20,5,MAYO,C,197,0,CON CONFORMIDAD,27-MAY-20,,27-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN",1,ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE,1268,PANTALÓN DESCARTABLE TALLA L,112,UNIDAD,6132,SIN MARCA X 50 /NEA 197-20,100.0,5.5,550.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,39,0,0,FUNDACION INSTITUTO HIPOLITO UNANUE,AV 152;INFORME N°030-2020-CADI-CENARES/MINSA;G.034-02132 F.RECEP:27/04/20;OF.N°006/2020-FIHU,29-MAY-20,5,MAYO,C,203,N°006/2020-FIHU,CON CONFORMIDAD,29-MAY-20,,29-MAY-20,,B,53,HOSPITALIZACIÓN,22,EQUIPO DE HOSPITALIZACIÓN ,9840,VENTILADOR MECÁNICO DE TRANSPORTE,2,VENTILADOR MECÁNICO DE TRANSPORTE PORTÁTIL,112,UNIDAD,6150,RESMED X 1 /NEA 203-20,2.0,23541.0,47082.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,40,0,0,MABE PERU SA,"AV 151;VAL.N°06-20;G.09-051538,051537,051535 F.RECEP:23/05/20;F.E. F012-0248;DAM 118-2020-10-156001",29-MAY-20,5,MAYO,C,204,0,CON CONFORMIDAD,29-MAY-20,,29-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",70,ACCESORIOS PARA USO MÉDICOS,2,ACCESORIOS PARA USO MÉDICOS - OTROS,1077,CUBO DE POLIESTIRENO PARA PROTECCIÓN EN LOS PROCESOS DE INTUBACIÓN/EXTUBACIÓN ,112,UNIDAD,6155,AEROBOX-MABE X 1 /NEA 204-20,1080.0,49.377602,53327.81
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN",1,ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE,1263,MAMELUCO DESCARTABLE TALLA XL,112,UNIDAD,6157,SIN MARCA X 1 /NEA 206-20,300.0,38.0,11400.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,80,"SEGURIDAD: REPUESTOS, ACCESORIOS Y PROTECTORES",50,INDUMENTARIA Y PROTECTORES PARA PERSONAS,3,MASCARILLAS Y PROTECTORES DE SEGURIDAD,122,PROTECTOR FACIAL CON VISOR ,112,UNIDAD,6158,FACE SHIELD X 1 /NEA 206-20,1400.0,25.0,35000.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN",1,ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE,1376,MANDIL DESCARTABLE TALLA M,112,UNIDAD,6157,SIN MARCA X 1 /NEA 206-20,420.0,15.0,6300.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN",1,ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE,1377,MANDIL DESCARTABLE TALLA L,112,UNIDAD,6157,SIN MARCA X 1 /NEA 206-20,420.0,15.0,6300.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN",1,ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE,36,GORRO DESCARTABLE,112,UNIDAD,6160,ALCIMARS X 100 /NEA 206-20,3000.0,0.45,1350.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN",1,ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE,135,BOTA DESCARTABLE CUBRE CALZADO PARA CIRUJANO ,353,PAR,6161,SIN MARCA X 50 /NEA 206-20,2000.0,0.8,1600.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MÉDICO,28,GUANTES PARA EXAMEN DESCARTABLES (NO QUIRÚRGICOS),146,GUANTE PARA EXAMEN DESCARTABLE DE NITRILO SIN POLVO TALLA L,112,UNIDAD,6164,ALKHOFAR X 100 /NEA 206-20,8000.0,0.7,5600.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MÉDICO,28,GUANTES PARA EXAMEN DESCARTABLES (NO QUIRÚRGICOS),146,GUANTE PARA EXAMEN DESCARTABLE DE NITRILO SIN POLVO TALLA L,112,UNIDAD,6165,R&G X 100 /NEA 206-20,100.0,0.7,70.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MÉDICO,28,GUANTES PARA EXAMEN DESCARTABLES (NO QUIRÚRGICOS),146,GUANTE PARA EXAMEN DESCARTABLE DE NITRILO SIN POLVO TALLA L,112,UNIDAD,6162,ELVOLVE 300 X 100 /NEA 206-20,1000.0,0.7,700.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MÉDICO,28,GUANTES PARA EXAMEN DESCARTABLES (NO QUIRÚRGICOS),146,GUANTE PARA EXAMEN DESCARTABLE DE NITRILO SIN POLVO TALLA L,112,UNIDAD,6163,CB X 100 /NEA 206-20,900.0,0.7,630.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MÉDICO,28,GUANTES PARA EXAMEN DESCARTABLES (NO QUIRÚRGICOS),145,GUANTE PARA EXAMEN DESCARTABLE DE NITRILO SIN POLVO TALLA M,112,UNIDAD,6166,ARSOFT X 100 /NEA 206-20,2000.0,0.7,1400.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,41,0,0,SK INNOVATION SUCURSAL PERUANA,DONACION;AV 154 AL 165;CARTA DE DONACION; G. EG01-2 F.RECEP: 29/05/20,30-MAY-20,5,MAYO,C,206,0,CON CONFORMIDAD,29-MAY-20,,30-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MÉDICO,28,GUANTES PARA EXAMEN DESCARTABLES (NO QUIRÚRGICOS),145,GUANTE PARA EXAMEN DESCARTABLE DE NITRILO SIN POLVO TALLA M,112,UNIDAD,6167,ELVOLVE X 100 /NEA 206-20,4000.0,0.7,2800.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,42,0,0,LABORATORIOS AC FARMA S.A.,DONACION; AV 166; G.002-0201195 F.RECEP: 29/05/20; F.E. F002-0058385;R.D. N°2397-20;ACTA ENTREG.PROD,30-MAY-20,5,MAYO,C,207,0,CON CONFORMIDAD,30-MAY-20,,30-MAY-20,,B,58,PRODUCTOS FARMACÉUTICOS,10,MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS:  MACROLIDOS Y LINCOSAMIDAS,8,AZITROMICINA,1,AZITROMICINA 250 mg TAB,112,UNIDAD,6168,SIN MARCA X 500 /NEA 207-20,300000.0,0.8,240000.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,70,0,0,PATRONATO MARKHAM,"REF. NEA 181;AV N°133,134; INF N°040-2020;CARTA DE DONACION;G.EG01-4;F.E.E001-6;G.01-0497;F.E.E01-21",20-MAY-20,5,MAYO,C,181-A,0,CON CONFORMIDAD,26-JUN-20,,20-MAY-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MÉDICO,41,MASCARILLAS  DESCARTABLES,76,MASCARILLA DESCARTABLE QUIRURGICA 3 PLIEGUES,112,UNIDAD,6557,FEIJIAN MEDICAL X 50 /NEA 181-A-20,7550.0,4.030199,30428.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,68,REFRIG - COVID-19-DONACION,4,NEA - DONACION,1,0,0,ROCHE FARMA PERU S.A,"F. 002-00000.375 G. T001-00004551, OFICIO N° 166-2020-DM/MINSA",04-MAY-20,5,MAYO,C,147,,CON CONFORMIDAD,04-MAY-20,,04-MAY-20,,B,58,PRODUCTOS FARMACÉUTICOS,26,"AG. ANTITUMORALES:  AG. ALQUILIZANT, ANTIMETABOL., ANTIBIOT. ANTINEOPLAS,HORM. Y ANTIHORM. Y OTROS",113,TOCILIZUMAB,2,TOCILIZUMAB 20 mg/mL INY 10 mL,112,UNIDAD,5772,ACTEMRA X 1 /NEA 147-20,150.0,1634.15,245122.5
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,43,0,0,INRETAIL PHARMA S.A.,"AV N°167,168,169; G.910-8804547 F.RECEP: 01/06/20; CARTA N°435-20-DG-CENARES/M;CARTA DE DONACION",01-JUN-20,6,JUNIO,C,209,0,CON CONFORMIDAD,01-JUN-20,,01-JUN-20,,B,49,"ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MÉDICO,41,MASCARILLAS  DESCARTABLES,158,MASCARILLA DESCARTABLE TIPO N-95,112,UNIDAD,6195,SIN MARCA X 20 /NEA 209-20,5000.0,12.247,61235.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,44,0,0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,DONACION; AV N° 170;  CARTA DE DONACION 032-VRI-2020; DECL. JURADA DE ENTREGA DE BIENES,02-JUN-20,6,JUNIO,C,210,0,CON CONFORMIDAD,02-JUN-20,,02-JUN-20,,B,80,"SEGURIDAD: REPUESTOS, ACCESORIOS Y PROTECTORES",50,INDUMENTARIA Y PROTECTORES PARA PERSONAS,3,MASCARILLAS Y PROTECTORES DE SEGURIDAD,122,PROTECTOR FACIAL CON VISOR ,112,UNIDAD,6215,SIN MARCA X 1 /NEA 210-20,700.0,30.0,21000.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,45,0,0,FUNDACION AUGUSTO N. WIESE,ACTA DE VERIF. CUANT. N°024-20;INFORME N°041-20-CADI-CENARES/M;F.E.F125-00114139;CARTA DE DONACION,02-JUN-20,6,JUNIO,C,212,0,CON CONFORMIDAD,02-JUN-20,,02-JUN-20,,B,80,"SEGURIDAD: REPUESTOS, ACCESORIOS Y PROTECTORES",50,INDUMENTARIA Y PROTECTORES PARA PERSONAS,3,MASCARILLAS Y PROTECTORES DE SEGURIDAD,63,RESPIRADOR DE MEDIA CARA DE JEBE LATEX CON FILTROS INTERCAMBIABLES,112,UNIDAD,6217,3M X 1 /NEA 212-20,300.0,53.417032999999996,16025.11
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1345,124,CENTRO NACIONAL DE ABASTECIMIENTOS DE RECURSOS ESTRATEGICOS DE SALUD,1,67,NO REFRIG - COVID-19-DONACION,4,NEA - DONACION,45,0,0,FUNDACION AUGUSTO N. WIESE,ACTA DE VERIF. CUANT. N°024-20;INFORME N°041-20-CADI-CENARES/M;F.E.F125-00114139;CARTA DE DONACION,02-JUN-20,6,JUNIO,C,212,0,CON CONFORMIDAD,02-JUN-20,,02-JUN-20,,B,80,"SEGURIDAD: REPUESTOS, ACCESORIOS Y PROTECTORES",50,INDUMENTARIA Y PROTECTORES PARA PERSONAS,8,REPUESTOS Y ACCESORIOS DE PROTECTORES PARA PERSONAS,30,FILTRO PARA RESPIRADOR DE PROTECCION CONTRA PARTICULAS Y GASES,112,UNIDAD,6218,3M / NEA 212-20,3000.0,15.067373000000002,45202.12
